Artikul;Nomenklatura;Ves;Obyem;Koeffitsient;Nomenklaturnaya gruppa;Nomenklatura.Assortimentnaya gruppa;Nomenklatura. Proekty Misteriya;Nomenklatura.Kategoriya;Nomenklatura.Osnovnoy postavschik
905056;Ruchka sharikovaya 0.7mm ErichKrause R-301 NEON 42751 sinyaya;;;50;Ruchki sharikovye i gelevye;Pismennye prinadlezhnosti i korrektory;4. Polietilenovaya upakovka;;GLOBAL TREYDING SPB OOO
905067;Ruchka sharikovaya 0.7mm ErichKrause R-301 Orange liniya 0.35mm sterzhen 25540 sinyaya;6,2;0,02;3200;Ruchki sharikovye i gelevye;Pismennye prinadlezhnosti i korrektory;4. Polietilenovaya upakovka;;"OFIS-SERVIS OOO  ""APEKS"""
905410;Ruchka gelevaya Attache Space 0,5mm siniy;3,96;0,008;30;Ruchki sharikovye i gelevye;Pismennye prinadlezhnosti i korrektory;4. Polietilenovaya upakovka;Podarok pokupatelyu;KOMUS OOO
905415;"Ruchka gelevaya ""Attache"" 0,5mm, chernyy";3,96;0,011;30;Ruchki sharikovye i gelevye;Pismennye prinadlezhnosti i korrektory;4. Polietilenovaya upakovka;Podarok pokupatelyu;KOMUS OOO
905510;"Ruchka sharikovaya ""Beifa"" 0,5mm, chernyy";23,48;0,08;40;Ruchki sharikovye i gelevye;Pismennye prinadlezhnosti i korrektory;4. Polietilenovaya upakovka;Podarok pokupatelyu;KOMUS OOO
905502;Ruchka sharikovaya Beifa 4tsv/nabor s rezin.manzhet. AA 0,7 mm;11,52;0,288;288;Ruchki sharikovye i gelevye;Pismennye prinadlezhnosti i korrektory;4. Polietilenovaya upakovka;Podarok pokupatelyu;KOMUS OOO
852032;Ruchki gelevye;;;12;Ruchki sharikovye i gelevye;Pismennye prinadlezhnosti i korrektory;3. Servirovka stola i tovary dlya klininga;pod zakaz;BUMAGA-S OOO
852007;Ruchka shar Proff 0,7 iOffice p/prozr korp I-BPS017-04 sin;0,4;0,002;30;Ruchki sharikovye i gelevye;Pismennye prinadlezhnosti i korrektory;3. Servirovka stola i tovary dlya klininga;pod zakaz;BUMAGA-S OOO
852172;Ruchka shar  korp zhelt chern;;;1;Ruchki sharikovye i gelevye;Pismennye prinadlezhnosti i korrektory;3. Servirovka stola i tovary dlya klininga;Voennaya stolovaya;BUMAGA-S OOO
852267a;Ruchka sharikovaya krasnaya;;;12;Ruchki sharikovye i gelevye;Pismennye prinadlezhnosti i korrektory;3. Servirovka stola i tovary dlya klininga;dlya Mist.- Volgograd;OFISMAG-POVOLZhE OOO
905503a;Ruchka sharikovaya BRAUBERG X-100, korpus oranzhevyy, sinyaya, OBP100;3,6;0,03;4000;Ruchki sharikovye i gelevye;Pismennye prinadlezhnosti i korrektory;4. Polietilenovaya upakovka;pod zakaz;SAMSON KF OOO
430044g/;Perchatki nitrilovye neopudr., r-r M, rozovye;5,17;0,014;10;Perchatki nitrilovye razmer M;Perchatki;3. Servirovka stola i tovary dlya klininga;pod zakaz;OPTITREYD OOO
430044a/;Perchatki nitrilovye neopudr., r-r M, krasnye;5,15;0,014;10;Perchatki nitrilovye razmer M;Perchatki;3. Servirovka stola i tovary dlya klininga;COV2019;OPTITREYD OOO
430096s;Perchatki nitrilovye sinie bez talka, razmer XL;5,3;0,015;10;Perchatki nitrilovye razmer XL;Perchatki;3. Servirovka stola i tovary dlya klininga;;Zhangjiagang Yong Tong Import and Export Co.,ltd
430096p;Perchatki nitrilovye sinie bez talka, razmer  M;5,3;0,015;10;Perchatki nitrilovye razmer M;Perchatki;3. Servirovka stola i tovary dlya klininga;;Zhangjiagang Yong Tong Import and Export Co.,ltd
430200g;Perchatki nitrilovye chernye bez talka, razmer  XL;5,3;0,015;10;Perchatki nitrilovye razmer XL;Perchatki;3. Servirovka stola i tovary dlya klininga;COV2019;Zhangjiagang Yong Tong Import and Export Co.,ltd
843039a;Perchatki nitrilovye,neopudr., razmer XL;3;0,07;10;Perchatki nitrilovye razmer XL;Perchatki;3. Servirovka stola i tovary dlya klininga;pod zakaz;SOYuZ UPAKOVKA OOO
430098zh//;Perchatki nitrilovye neopudr. r-r M, fioletovye;3,9;0,015;10;Perchatki nitrilovye razmer M;Perchatki;3. Servirovka stola i tovary dlya klininga;pod zakaz;OPTITREYD OOO
431098a///;Perchatki  nitrilovye, neopudr., r-r M, tsvet goluboy;4,5;0,016;10;Perchatki nitrilovye razmer M;Perchatki;3. Servirovka stola i tovary dlya klininga;COV2019;OPTITREYD OOO
430044g//;Perchatki nitrilovye neopudr., r-r M, rozovye;5,2;0,013;10;Perchatki nitrilovye razmer M;Perchatki;3. Servirovka stola i tovary dlya klininga;pod zakaz;OPTITREYD OOO
431098m;Perchatki nitrilovye, r-r M, tsvet goluboy;7,5;0,022;20;Perchatki nitrilovye razmer M;Perchatki;3. Servirovka stola i tovary dlya klininga;COV2019;EKSPO MARKET TEKhNOLOGII OOO
430057v;Perchatki nitrilovye fioletovye bez talka, razmer XL;4,85;0,001;10;Perchatki nitrilovye razmer XL;Perchatki;3. Servirovka stola i tovary dlya klininga;COV2019;LyncMed Technology International Limited
430096l;Perchatki nitrilovye sinie bez talka, razmer  M;4,04;0,016;10;Perchatki nitrilovye razmer M;Perchatki;3. Servirovka stola i tovary dlya klininga;COV2019;LyncMed Technology International Limited
430203g;"Perchatki nitrilovye ""ROZOVAYa GLAZUR"" bez talka, razmer KhL";4,2;0,015;10;Perchatki nitrilovye razmer XL;Perchatki;3. Servirovka stola i tovary dlya klininga;COV2019;Zhangjiagang Yong Tong Import and Export Co.,ltd
501200a;"Komplekt ""2"" (st.l-salf)";2;0,044;0,4;"Komplekty 2 ""Lozhka st.+Salfetka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;pod zakaz;YuMIPAK OOO
501442;"Komplekt ""4""(v.prozr-l.prozr-n.prozr-salf)";4,38;0,034;0,25;"Komplekty 4 ""Lozhka st.+Vilka+Nozh+Salfetka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;Zelgros;DIAPAZON AO
501200/;"Komplekt ""2"" (st.l-salf)";3,1;0,023;0,2;"Komplekty 2 ""Lozhka st.+Salfetka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;pod zakaz;DIAPAZON AO
501212;"Komplekt ""2"" (lozhka Kristall + salf)";2;0,043;0,3;"Komplekty 2 ""Lozhka st.+Salfetka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;;YuMIPAK OOO
501445;"Komplekt ""4""(v.chern-st.l chern-n. chern-salf)";3,6;0,043;0,2;"Komplekty 4 ""Lozhka st.+Vilka+Nozh+Salfetka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;pod zakaz;YuMIPAK OOO
187891;"Komplekt ""2"" (lozhka st. Kristall + salfetka)";0,45;0,006;50;"Komplekty 2 ""Lozhka st.+Salfetka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;;YuMIPAK OOO
501420a;"Komplekt ""4"" (v-st.l-n-salf)";3,1;0,041;0,3;"Komplekty 4 ""Lozhka st.+Vilka+Nozh+Salfetka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;;YuMIPAK OOO
501202;"Komplekt ""2"" (l. prozr-salf)";3;0,038;0,25;"Komplekty 2 ""Lozhka st.+Salfetka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;pod zakaz;YuMIPAK OOO
501202ch;"Komplekt ""2"" (l. chern-salf)";3;0,038;0,2;"Komplekty 2 ""Lozhka st.+Salfetka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;pod zakaz;YuMIPAK OOO
501224;"Komplekt ""2"" (st.l-salf)";2,9;0,038;0,4;"Komplekty 2 ""Lozhka st.+Salfetka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;;DIAPAZON AO
501200//;"Komplekt ""2"" (st.l-salf)";2,3;0,038;0,4;"Komplekty 2 ""Lozhka st.+Salfetka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;;DIAPAZON AO
187894/;"Komplekt ""4"" (v-st.l-n-salf)";2,6;0,038;200;"Komplekty 4 ""Lozhka st.+Vilka+Nozh+Salfetka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;Bakhetle;YuMIPAK OOO
501442a;"Komplekt ""4""(v.prozr-l.prozr-n.prozr-salf)";3,2;0,041;0,2;"Komplekty 4 ""Lozhka st.+Vilka+Nozh+Salfetka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;;YuMIPAK OOO
501423/;"Komplekt ""4"" (v-st.l-n-salf)";2,5;0,038;0,3;"Komplekty 4 ""Lozhka st.+Vilka+Nozh+Salfetka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;vremenno ne proizvoditsya;DIAPAZON AO
430096o;Perchatki nitrilovye sinie bez talka, razmer  S;5,3;0,015;10;Perchatki nitrilovye razmer XS, S;Perchatki;3. Servirovka stola i tovary dlya klininga;;Zhangjiagang Yong Tong Import and Export Co.,ltd
430200a;Perchatki nitrilovye chernye bez talka, razmer  S;5,3;0,017;10;Perchatki nitrilovye razmer XS, S;Perchatki;3. Servirovka stola i tovary dlya klininga;COV2019;Zhangjiagang Yong Tong Import and Export Co.,ltd
430203a;"Perchatki nitrilovye ""ROZOVAYa GLAZUR"" bez talka, razmer S";4,2;0,015;10;Perchatki nitrilovye razmer XS, S;Perchatki;3. Servirovka stola i tovary dlya klininga;COV2019;Zhangjiagang Yong Tong Import and Export Co.,ltd
430098yu//;Perchatki nitrilovye neopudr. r-r XS, chernye;3,9;0,015;10;Perchatki nitrilovye razmer XS, S;Perchatki;3. Servirovka stola i tovary dlya klininga;pod zakaz;OPTITREYD OOO
431098zh;Perchatki  nitrilovye, neopudr., r-r XS, tsvet goluboy;3,9;0,015;10;Perchatki nitrilovye razmer XS, S;Perchatki;3. Servirovka stola i tovary dlya klininga;COV2019;OPTITREYD OOO
853701;Leyka;1,3;0,01;1;Khozyaystvennye tovary prochie;Khozyaystvennye tovary prochie;5. Plastikovaya mebel;pod zakaz;TK VOLGOROST OOO
85364;Tachka sadovaya;;;1;Khozyaystvennye tovary prochie;Khozyaystvennye tovary prochie;6. Raskhodnye materialy (prochie);dlya Mist.- Volgograd;TK VOLGOROST OOO
413170;Prischepki belevye standartnye (20 sht/up);4;0,008;30;Khozyaystvennye tovary prochie;Khozyaystvennye tovary prochie;3. Servirovka stola i tovary dlya klininga;ARKhIV;YORK RU OOO
841307t;Telezhka dlya uborki 2-syemnykh vedra 17l, otzhim, platik.karkas;8,7;0,12;1;Khozyaystvennye tovary prochie;Khozyaystvennye tovary prochie;3. Servirovka stola i tovary dlya klininga;;OFISMAG-POVOLZhE OOO
909010;Batareyki DURACELL AAA/LR03-12BL BASIC bl/12;1,848;0,003;12;Khozyaystvennye tovary prochie;Khozyaystvennye tovary prochie;4. Polietilenovaya upakovka;ARKhIV;KOMUS OOO
909011;Batareyki DURACELL AA/LR6-12BL BASIC bl/12;3,756;0,003;12;Khozyaystvennye tovary prochie;Khozyaystvennye tovary prochie;4. Polietilenovaya upakovka;ARKhIV;KOMUS OOO
99413170;Prischepka 24 sht/upak;;;1;Khozyaystvennye tovary prochie;Khozyaystvennye tovary prochie;3. Servirovka stola i tovary dlya klininga;Tender;
414001;Komkuyuschiysya tualetnyy napolnitel dlya kontrolya sostoyaniya zdorovya zhivotnogo (smyvaemyy v kanalizatsiyu), 6l;20,5;0,052;8;Khozyaystvennye tovary prochie;Khozyaystvennye tovary prochie;3. Servirovka stola i tovary dlya klininga;pod zakaz;TD NISSEY OOO
218321;"Folga 44sm*10m ""Osobo prochnaya"" (14 mkm) v plenke";4;0,015;18;Folga 44 sm 10-14 mkm;Folga;4. Polietilenovaya upakovka;;METALLPEYPER-M OOO
218537;"Folga 44sm*100m ""Standartnaya"" (11 mkm)";9,2;0,015;8;Folga 44 sm 10-14 mkm;Folga;4. Polietilenovaya upakovka;pod zakaz;METALLPEYPER-M OOO
218531;"Folga 44sm*100m ""Standartnaya"" (10 mkm)";9,9;0,015;8;Folga 44 sm 10-14 mkm;Folga;4. Polietilenovaya upakovka;;METALLPEYPER-M OOO
218536;"Folga 44sm*100m ""Osobo prochnaya"" (14 mkm)";6,1;0,015;8;Folga 44 sm 10-14 mkm;Folga;4. Polietilenovaya upakovka;vremenno ne proizvoditsya;METALLPEYPER-M OOO
2183211;"Folga 44sm*100m ""Osobo prochnaya"" (14 mkm) v plenke";9,9;0,015;8;Folga 44 sm 10-14 mkm;Folga;4. Polietilenovaya upakovka;;METALLPEYPER-M OOO
218501;"Folga 44sm*80m ""Standartnaya"" (10 mkm)";9,8;0,015;10;Folga 44 sm 10-14 mkm;Folga;4. Polietilenovaya upakovka;;METALLPEYPER-M OOO
218539;"Folga 44sm*100m ""Standartnaya"" (11 mkm) (zolotaya)";9,2;0,015;8;Folga 44 sm 10-14 mkm;Folga;4. Polietilenovaya upakovka;vremenno ne postavlyaetsya;METALLPEYPER-M OOO
218530;"Folga 44smkh100m ""Standartnaya"" (10 mkm)  v plenke";9,6;0,017;8;Folga 44 sm 10-14 mkm;Folga;4. Polietilenovaya upakovka;;RUSAL - Sayanskaya folga OOO
218500;"Folga 44smkh80m ""Standartnaya"" (10 mkm)  v plenke";6;0,017;8;Folga 44 sm 10-14 mkm;Folga;4. Polietilenovaya upakovka;pod zakaz;RUSAL - Sayanskaya folga OOO
2183200;"Folga 44smkh7m ""Osobo prochnaya"" (14 mkm) v plenke";2,8;0,014;15;Folga 44 sm 10-14 mkm;Folga;4. Polietilenovaya upakovka;;RUSAL - Sayanskaya folga OOO
218320;"Folga 44smkh10m ""Osobo prochnaya"" (14 mkm) v plenke";3,7;0,012;15;Folga 44 sm 10-14 mkm;Folga;4. Polietilenovaya upakovka;snyat s proizvodstva;RUSAL - Sayanskaya folga OOO
218320/;"Folga 44smkh10m ""Osobo prochnaya"" (14 mkm) v plenke";3,7;0,012;15;Folga 44 sm 10-14 mkm;Folga;4. Polietilenovaya upakovka;snyat s proizvodstva;RUSAL - Sayanskaya folga OOO
818169;"Folga 45smkh10m ""Osobo prochnaya"" (14 mkm) v plenke";7,6;0,03;36;Folga 44 sm 10-14 mkm;Folga;4. Polietilenovaya upakovka;pod zakaz;PROMA OOO
218501a;Folga 44sm*80m EXTRA universalnaya (10 mkm);;;10;Folga 44 sm 10-14 mkm;Folga;4. Polietilenovaya upakovka;vremenno ne postavlyaetsya;ALT-PAK OOO
501114;"Komplekt ""1"" (vilka chern. PP)";3,5;0,028;0,5;"Komplekty 1 ""Vilka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;pod zakaz;VZLP OOO
501101a/;"Komplekt ""1"" (vilka)";0,3;0,026;0,5;"Komplekty 1 ""Vilka""";Komplekty stolovykh priborov;1. Odnorazovaya posuda;;DIAPAZON AO
192303d;Stolovye pribory iz drevesnogo volokna (vilki, lozhki, nozhi );2,4;0,019;80;Komplekty stolovykh priborov na neskolko person;Komplekty stolovykh priborov;1. Odnorazovaya posuda;ChTM;VZLP OOO
107459;Kapkholder d/stakanov, korichn., karton;4,8;0,029;0,9;Kapkholdery dlya stakanov;Derzhateli dlya stakanov i kapkholdery;1. Odnorazovaya posuda;snyat s prodazh;PAPERSKOP RUS OOO
88170470b;Kapkholder (derzhatel) d/stakanov, 288mmkh56, belyy., karton;2,5;0,019;500;Kapkholdery dlya stakanov;Derzhateli dlya stakanov i kapkholdery;1. Odnorazovaya posuda;dlya Mist.- KZKh;
88170470;Kapkholder (derzhatel) d/stakanov, 288mmkh56, korichn., karton;2,5;0,019;500;Kapkholdery dlya stakanov;Derzhateli dlya stakanov i kapkholdery;1. Odnorazovaya posuda;dlya Mist.- KZKh;
107469;Kapkholder (derzhatel) d/stakanov, 288mmkh56, korichn., karton;2,1;0,017;0,45;Kapkholdery dlya stakanov;Derzhateli dlya stakanov i kapkholdery;1. Odnorazovaya posuda;;TIPOGRAFIYa ALBATROS OOO
107470;Kapkholder (derzhatel) d/stakanov, 288mmkh56, korichn., karton;2,4;0,019;0,448;Kapkholdery dlya stakanov;Derzhateli dlya stakanov i kapkholdery;1. Odnorazovaya posuda;;TERMO-KAP OOO
145202;Nozh, 180mm, zheltyy, PS;5;0,04;16;Nozhi plastikovye tsvetnye 180 mm;Nozhi;1. Odnorazovaya posuda;snyat s proizvodstva;KhUKhTAMAKI S.N.G.
176218;Nozh stolov., 180mm, chern., kristall, PS;;;2,5;Nozhi plastikovye tsvetnye 180 mm;Nozhi;1. Odnorazovaya posuda;pod zakaz;VZLP OOO
188255v/;Nozh Prozrachnyy  Oranzhevyy 180 mm,  PS;3,5;0,013;50;Nozhi plastikovye tsvetnye 180 mm;Nozhi;1. Odnorazovaya posuda;;DIAPAZON AO
188255/m;Nozh Chernyy,180 mm,  PS;2,77;0,021;50;Nozhi plastikovye tsvetnye 180 mm;Nozhi;1. Odnorazovaya posuda;X5 Retail Group;DIAPAZON AO
145208;Nozh 180mm, zelen. (salat), kristall, PS;7;0,021;1,2;Nozhi plastikovye tsvetnye 180 mm;Nozhi;1. Odnorazovaya posuda;;DIAPAZON AO
188255d/;Nozh Prozrachnyy Sirenevyy 180 mm,  PS;3,5;0,013;50;Nozhi plastikovye tsvetnye 180 mm;Nozhi;1. Odnorazovaya posuda;pod zakaz;DIAPAZON AO
8291040ch;Butylka d/vody, 0.33l, kvadratn., prozrachn., PET, shirokoe gorlo;3,2;0,08;0,15;Butylki PET 0.3-0.45 l shirokoe gorlo;Butylki PET;2. Upakovka;;VIPET OOO
8291038;Butylka d/vody, 0,3l, krugl., prozrachn., PET,shirokoe gorlo;3,8;0,1;0,15;Butylki PET 0.3-0.45 l shirokoe gorlo;Butylki PET;2. Upakovka;;VIPET OOO
291083;PET butylka, prozrachn., 0.3 l, h 150 mm, d 55 mm,  s kryshkoy, shirokoe gorlo;2,3;0,085;0,15;Butylki PET 0.3-0.45 l shirokoe gorlo;Butylki PET;2. Upakovka;;MASTERPET OOO
156318;Kryshka d/kont., pryamoug., 175kh275kh13mm, prozrachn., PET;4,04;0,055;0,175;Kryshki k konteyneram pod zapayku pryamougolnye;Kryshki k konteyneram pod zapayku;2. Upakovka;pod zakaz;PoliEr OOO
159770;Kryshka k konteyneru K-190kh144, pryamoug., 196.4kh150kh12(16)mm, prozrachn., PET;6;0,07;0,3;Kryshki k konteyneram pod zapayku pryamougolnye;Kryshki k konteyneram pod zapayku;2. Upakovka;pod zakaz;PoliEr OOO
252056k;Kryshka k konteyneru pod zapayku 350 ml PET prozr;2,68;0,032;0,3;Kryshki k konteyneram pod zapayku pryamougolnye;Kryshki k konteyneram pod zapayku;2. Upakovka;;DZhIDISI EAS OOO
252057k;Kryshka k konteyneru pod zapayku 1000 ml PET, prozr;7,7;0,096;0,4;Kryshki k konteyneram pod zapayku pryamougolnye;Kryshki k konteyneram pod zapayku;2. Upakovka;;DZhIDISI EAS OOO
252054k;Kryshka k konteyneru pod zapayku 500 ml PET, prozr;2,5;0,04;0,4;Kryshki k konteyneram pod zapayku pryamougolnye;Kryshki k konteyneram pod zapayku;2. Upakovka;Aktsiya BONUS 2%;DZhIDISI EAS OOO
593056;Kryshka k konteyneru pod zapayku 500 ml PET, prozr;2,5;0,04;0,4;Kryshki k konteyneram pod zapayku pryamougolnye;Kryshki k konteyneram pod zapayku;2. Upakovka;TsPP;DZhIDISI EAS OOO
155879;Kryshka d/kont., pryamoug., 260kh177mm, prozrachn., PP;;;0,32;Kryshki k konteyneram pod zapayku pryamougolnye;Kryshki k konteyneram pod zapayku;2. Upakovka;dlya RF;KhOLDING PROTEK OOO
155877;Kryshka d/kont., pryamoug., 260kh177mm, prozrachn., PP;3,6;0,068;0,32;Kryshki k konteyneram pod zapayku pryamougolnye;Kryshki k konteyneram pod zapayku;2. Upakovka;dlya RF;KhOLDING PROTEK OOO
155739k;Kryshka pryam, prozr 142kh92mm, PP;6;0,04;1,152;Kryshki k konteyneram pod zapayku pryamougolnye;Kryshki k konteyneram pod zapayku;2. Upakovka;pod zakaz;EKSPO MARKET TEKhNOLOGII OOO
430442v/;Perchatki LYuKS khoz. lateksnye s khlopkovym napyleniem kauchuk na khlopk. osnove Lyuks-klass, osobo prochnye razmer S;11,5;0,037;240;Perchatki lateksnye povyshennoy prochnosti (khozyaystvennye) razmer XS, S;Perchatki;3. Servirovka stola i tovary dlya klininga;;OPTITREYD OOO
430442v;Perchatki LYuKS khoz. lateksnye s khlopkovym napyleniem kauchuk na khlopk. osnove Lyuks-klass, osobo prochnye razmer S;8,5;0,024;144;Perchatki lateksnye povyshennoy prochnosti (khozyaystvennye) razmer XS, S;Perchatki;3. Servirovka stola i tovary dlya klininga;;OPTITREYD OOO
430044b/;Perchatki nitrilovye neopudr., r-r L, krasnye;5,17;0,014;10;Perchatki nitrilovye razmer L;Perchatki;3. Servirovka stola i tovary dlya klininga;pod zakaz;OPTITREYD OOO
430098i;Perchatki nitrilovye neopudr. r-r L, chernye;3,9;0,015;10;Perchatki nitrilovye razmer L;Perchatki;3. Servirovka stola i tovary dlya klininga;pod zakaz;OPTITREYD OOO
431098e;Perchatki  nitrilovye, neopudr., r-r L, tsvet goluboy;3,9;0,015;10;Perchatki nitrilovye razmer L;Perchatki;3. Servirovka stola i tovary dlya klininga;pod zakaz;OPTITREYD OOO
430440v;Perchatki Khayrisk lateksnye povyshennoy prochnosti neopudrennye (khozyaystvennye) r-r S;5,5;0,02;10;Perchatki lateksnye povyshennoy prochnosti (khozyaystvennye) razmer XS, S;Perchatki;3. Servirovka stola i tovary dlya klininga;;OPTITREYD OOO
430200v;Perchatki nitrilovye chernye bez talka, razmer  L;5,3;0,015;10;Perchatki nitrilovye razmer L;Perchatki;3. Servirovka stola i tovary dlya klininga;COV2019;Zhangjiagang Yong Tong Import and Export Co.,ltd
430134/;Perchatki odnoraz., PE, Kalendar (Prozrachnye L);5,5;0,02;100;Perchatki PE standartnoy prochnosti razmer L;Perchatki;4. Polietilenovaya upakovka;snyat s prodazh;YuD-PAK OOO
430050/;Perchatki nitrilovye neopudr., r-r XL, golubye;5,15;0,014;10;Perchatki nitrilovye razmer L;Perchatki;3. Servirovka stola i tovary dlya klininga;pod zakaz;OPTITREYD OOO
430098d;Perchatki nitrilovye neopudr. r-r L, chernye;4,3;0,016;10;Perchatki nitrilovye razmer L;Perchatki;3. Servirovka stola i tovary dlya klininga;pod zakaz;OPTITREYD OOO
430096m;Perchatki nitrilovye sinie bez talka, razmer  L;4,85;0,01;10;Perchatki nitrilovye razmer L;Perchatki;3. Servirovka stola i tovary dlya klininga;COV2019;LyncMed Technology International Limited
430135l;"Perchatki odnoraz., PE, r-r L ""Komfort""";5;0,015;100;Perchatki PE standartnoy prochnosti razmer L;Perchatki;4. Polietilenovaya upakovka;vremenno ne postavlyaetsya;YuD-PAK OOO
430443;Perchatki Khayrisk lateksnye povyshennoy prochnosti neopudrennye (khozyaystvennye) r-r S;7,5;0,02;10;Perchatki lateksnye povyshennoy prochnosti (khozyaystvennye) razmer XS, S;Perchatki;3. Servirovka stola i tovary dlya klininga;;Zhangjiagang Yong Tong Import and Export Co.,ltd
825427;Konteyner (pirozhnitsa) RP-251, d95 mm, h63 mm, 250ml,OPS;4,66;0,073;0,55;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy kruglaya;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;;SOYuZ TREYD OOO
8254232;Konteyner RP-3, vnesh. 122kh95kh47 mm, vnutr. 110kh83kh44 mm, OPS;4;0,073;0,8;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy do 135 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;pod zakaz;SOYuZ TREYD OOO
261010a;Upakovka 0,2 (0.18+0.02)l, vnesh. 121kh87kh43mm, vnutr. 103kh70kh36mm, prozrachn., OPS;8,7;0,09;1;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy do 135 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;pod zakaz;TSK KOMUS OOO
261150a;Upakovka kvadrat vnesh. 121kh119kh60mm, vnutr.97x96x52mm, 0,25kg, prozrachnaya, (137561) OPS;7,1;0,091;0,6;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy do 135 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;<>;TSK KOMUS OOO
8262155;Upakovka 1=(0,8+0,2)l, vn. 127kh127kh76mm, prozrachnaya, OPS, UK-45A;;;0,44;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy do 135 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;snyat s prodazh;KAShTAN M OOO
8260600;Upakovka 0,54l, d=135 mm, h=70 mm, prozrachnaya, OPS;5,8;0,097;0,3;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy kruglaya;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;snyat s prodazh;KAShTAN M OOO
260006;Upakovka 450 ml, kvadratn., vnesh. 119kh119kh60mm, vnutr. 106kh106kh54mm, prozrachn., PET;12,1;0,11;1,2;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy do 135 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;dlya RF;KAShTAN SPB OOO
261378;Upakovka kvadratn., vnesh. 130kh130kh(46,5+13,0)mm, vnutr. 110kh110kh50mm, s kryshkoy, prozrachn., PET;8;0,11;0,6;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy do 135 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;;UPAKS-YuNITI OOO
261377;Upakovka kvadratn., vnesh. 130kh130kh(46,5+33,0)mm, vnutr. 110kh110kh70mm, chern. s prozr. kryshkoy, PET;8,4;0,091;0,6;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy do 135 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;pod zakaz;UPAKS-YuNITI OOO
591067;Nozh 180mm, oranzh., PS;3,49;0,015;70;Nozhi plastikovye tsvetnye 180 mm;Nozhi;1. Odnorazovaya posuda;TsPP;DIAPAZON AO
145209;Nozh 180mm, sin., kristall, PS;5;0,02;1,2;Nozhi plastikovye tsvetnye 180 mm;Nozhi;1. Odnorazovaya posuda;pod zakaz;DIAPAZON AO
145203//;Nozh stolov., 180mm, chern., kristall, PS;9,53;0,036;2,5;Nozhi plastikovye tsvetnye 180 mm;Nozhi;1. Odnorazovaya posuda;;VZLP OOO
591975;Nozh 180mm, oranzh., kristall, PS;5;0,079;2,016;Nozhi plastikovye tsvetnye 180 mm;Nozhi;1. Odnorazovaya posuda;pod zakaz;VZLP OOO
145206;Nozh 180mm, oranzh. prozrachnyy, kristall, PS;7;0,021;1,2;Nozhi plastikovye tsvetnye 180 mm;Nozhi;1. Odnorazovaya posuda;pod zakaz;DIAPAZON AO
591065;Nozh 180mm, alyy, PS;3,49;0,015;70;Nozhi plastikovye tsvetnye 180 mm;Nozhi;1. Odnorazovaya posuda;TsPP;DIAPAZON AO
